ad_budget,impressions,ctr,clicks,cpc,time_on_site,user_engagement_score,device_score,clusters,agg_clusters,db_clusters,ms_clusters
29163.441511496687,321979,0.0266837299092217,9782,3.2612433840402955,172.28755952494447,40.02384666376989,5,1,1,3,2
11394.389157315298,57366,0.0200250100232938,1059,10.942003757868624,466.897040694587,35.06017385166204,2,2,2,0,3
13548.59917485936,92736,0.0263840181842366,2443,5.463469900877287,452.325039652006,33.56893473473177,1,2,2,0,3
10760.70197983746,41014,0.0195775004766917,748,14.81391469620308,425.1322950209236,22.062090811125096,2,2,2,0,3
35727.86041998232,461255,0.0466788350403412,17861,1.6799563255981322,334.6911764495923,65.6113368385459,3,0,0,2,0
38368.27708290647,573177,0.0406312501641582,25086,1.5796140657842972,98.81415856506516,22.562513742903896,7,3,0,1,1
11663.32019213369,56070,0.0182748134453681,992,12.604388859858744,472.5357581247181,35.447321871944816,3,2,2,0,3
33876.80032665677,286337,0.0305265543141058,9411,4.127956149184296,170.13927641513965,42.92708111451672,6,1,1,3,2
28289.68685669793,252463,0.0303370033419384,8774,3.582220090717509,180.4429834818849,47.80691715752715,6,1,3,3,2
26227.21908236172,199575,0.0264731280421338,5896,4.966190702921566,255.1712926589768,40.7799843681697,6,1,3,3,2
6361.455467414885,17817,0.0185146647940632,324,21.146671712441503,514.6684853299297,23.765720240374268,2,2,2,0,3
26115.45583941725,270426,0.0263151076629469,8051,3.79483966832168,173.29084463411823,34.65213988643672,6,1,3,3,2
40731.5782284638,769124,0.0406519059457938,30664,1.3502253936276838,109.04120815814578,15.234819843052424,7,3,0,1,1
41916.28406281323,553334,0.0400302483220242,19784,2.0215904774438203,365.95852651306205,96.39794055880544,3,0,0,2,0
32810.2742542217,385992,0.0407068967432941,14557,1.890615162405044,390.3117117706932,59.51378822065851,3,0,1,2,0
35575.29131031889,516342,0.0396877092744856,20669,1.6198763537982572,83.4684149172952,18.35255877057524,7,3,0,1,1
40060.29288298616,570338,0.0454431840377522,26526,1.7238152849918935,73.32096331101948,21.75633115394524,6,3,0,1,1
33918.31778733982,495424,0.0396394397619732,20722,1.762788864849372,169.2806952433821,18.900389058271465,8,3,0,1,1
27324.539803426866,213184,0.0263290150828675,6363,4.930422145169019,154.6622199237685,33.36533772097473,6,1,3,3,2
38505.208583470885,604166,0.0380499084180446,23293,1.842065724772618,109.59633055391524,24.47325454428904,6,3,0,1,1
38293.7627025011,507565,0.0427989809206444,18978,1.669146595949889,329.3886330170475,85.57847391619389,3,0,0,2,0
37701.63481063464,565458,0.040163209623292,23472,1.6258986734312948,171.86241370277162,9.978854573129183,7,3,0,1,1
42131.42243543443,682906,0.042296496057047,29500,1.4835126079597023,187.6408806611266,19.191919011233622,7,3,0,1,1
29031.84243770053,298698,0.0280250733611677,9761,3.37345282962224,164.2702459053963,44.297284632657416,5,1,1,3,2
38014.422147058096,560937,0.0433877222289458,24959,1.4273088050770892,50.692084650338735,22.990767044848997,7,3,0,1,1
41943.99902245413,711340,0.0366073412827656,27414,1.5032900297004077,100.0514229193189,22.127467173829764,6,3,0,1,1
42716.46996803132,554335,0.0414563226234134,20571,1.7335270011809012,446.4121176884688,75.40177035344391,2,0,0,2,0
8668.778640312717,40265,0.0224260665399911,862,10.50988268148994,392.3655613493066,25.146971451844248,2,2,2,0,3
38730.12729716449,517613,0.0377863688169608,19631,1.8890003378154172,90.41121930912816,41.69215267963797,7,3,0,1,1
7839.006877630198,48147,0.0215154994598793,970,8.555393634023257,477.8063771757076,30.212965527040307,2,2,2,0,3
29847.397206321384,246447,0.0291268410449087,8107,3.9434785811069,166.70169896340198,44.08962453979692,6,1,3,3,2
10685.2926923045,22414,0.0193621013505867,429,23.783854962305057,415.1543723555456,11.32652254654382,2,2,2,0,3
10992.656448997826,61865,0.0159282238588993,926,12.390334395669072,480.5810735454919,32.55261706030422,4,2,2,0,3
24739.31024539609,256580,0.0222895089926083,6418,4.674953370059991,169.2168772211519,44.48304132243079,6,1,3,3,2
9461.2405219785,45677,0.0216220660905346,951,9.61872057712612,411.26973739950233,19.956102445848583,2,2,2,0,3
29086.766770500028,251996,0.0280589957672818,7701,4.605491786408258,163.81703766255478,43.517509215573234,6,1,3,3,2
34979.00609879528,553600,0.03997942316546,22293,1.5450862696130152,101.06598036896284,29.09373817359028,7,3,0,1,1
12583.40047566762,92432,0.0179712369214923,1653,8.447716831332542,439.1844364399232,32.474314797340114,1,2,2,0,3
37320.72252821465,592502,0.0430621671107238,26278,1.3410788019690405,183.24484426736532,24.69480087211493,8,3,0,1,1
36661.65741022542,435352,0.0430932203142848,16845,1.75149220565902,326.4448198084113,77.14784506084595,3,0,1,2,0
27517.556281277484,191669,0.0257815635177924,5402,5.952116941487565,178.68188969195384,32.79720597253486,7,1,3,3,2
35294.23404354902,333229,0.0247771967440966,9145,4.580259105159045,145.8752689165701,49.27123955265857,6,1,1,3,2
42272.27225186092,532623,0.0413070160416762,19157,1.9163396147601277,375.8258094482865,71.09209177390252,3,0,0,2,0
8842.991801204811,62205,0.0236564688901075,1378,6.897406198585532,491.1131781270476,26.85636938535557,3,2,2,0,3
39073.98475421476,359912,0.0457057478141643,14115,2.254295473465495,335.34236749036586,90.5024912142397,2,0,1,2,0
35611.99075985242,559254,0.0382165900098223,21698,1.7741816185568486,164.86837330632684,24.264807248451792,8,3,0,1,1
39171.56724725762,381003,0.042924634720814,14095,2.1094914378413234,336.02849942702403,89.21622836818517,2,0,1,2,0
30027.09100601932,199003,0.0282111849975324,6200,5.672025716630846,158.55743182573428,40.89451570368216,6,1,3,3,2
11635.246084282877,56056,0.0169809023439569,912,12.246098810548144,452.1153852375289,24.315966484881933,2,2,2,0,3
38404.04641813764,358762,0.0418456688784416,13984,2.395067812509573,380.0272386320004,75.57281908540281,3,0,1,2,0
37085.648415127616,642390,0.0416247785363246,29005,1.3177331423877685,129.25764997263946,30.220046926916996,8,3,0,1,1
36560.37585888946,402532,0.0415132846700323,14877,2.238829084354353,370.8289248024996,70.77013389037242,2,0,1,2,0
39345.92558159548,589083,0.0368786592478766,23006,1.6204869678910914,182.22162046604728,18.482191887417795,6,3,0,1,1
38066.9082582823,338511,0.0420192467501603,12089,2.608632229176969,356.8909679235503,66.29990887276051,3,0,1,2,0
43073.13955799582,755924,0.0464459023851313,35633,1.2791478869801562,127.67658201136877,21.08831311989755,7,3,0,1,1
39401.94320809043,383198,0.0420505270886427,14064,2.355337138794942,307.7551501051859,93.5285515930408,3,0,1,2,0
38401.65116577327,595628,0.0428334430416163,26982,1.4893696179002782,107.07101365784337,28.762310992550283,7,3,0,1,1
38006.88019813428,385817,0.0426775877518199,13874,2.360022659565721,399.7940897814126,85.03983475543183,4,0,1,2,0
11595.068056574137,82382,0.017796757467429,1390,9.797372797413637,547.1265092847242,39.98207397387795,2,2,2,0,3
38329.54293756165,291427,0.0207580518702586,6767,6.638516698615333,149.5007213163437,41.92113291601963,7,1,1,3,2
35465.93958144633,558025,0.0421763542840782,23724,1.475330255321488,134.5158016825671,27.492672450794213,6,3,0,1,1
9416.196111511796,74563,0.0201590757953091,1376,7.209783419645023,415.3264615620837,30.02036583282938,2,2,2,0,3
39499.10991669211,286250,0.046009724745095,11809,2.818557601939827,403.7758685769531,81.63812127067713,3,0,1,2,0
35033.67661387094,437935,0.0377155793936453,16386,2.145778650646812,156.6290108377008,12.014127632131547,6,3,1,1,1
39698.59742756323,374330,0.0360355677662674,11604,2.7032163539584517,417.4273359719985,84.32308024556502,4,0,1,2,0
38938.88863696793,469902,0.042356265722146,17887,1.7507118772414096,342.0262229232728,80.97564714278005,3,0,0,2,0
39221.86392020324,455530,0.0403685244724946,16041,1.9494074961362735,403.782028423943,70.44763589069179,3,0,1,2,0
39097.65494838913,451989,0.0438234814570383,18705,1.8745308712951256,386.5032344428216,70.35281156980831,1,0,1,2,0
5762.156719279335,27637,0.0192279570506524,511,12.57489847125871,484.158786875607,35.409663041862906,2,2,2,0,3
36801.33018279756,412000,0.0385562328283193,14061,2.1753472654424977,378.6453951857072,79.9737224078025,2,0,1,2,0
34568.22860162122,281590,0.0256438335679176,8074,5.309642588705645,171.9198172417865,43.86708579085237,6,1,1,3,2
33666.22731475193,298488,0.0455076523315505,12649,2.2099606483352243,438.00654449687056,81.6839070243424,2,0,1,2,0
29209.848340377157,172406,0.0265689503358543,5161,6.94605662755864,176.3489928953223,43.41083735368794,5,1,3,3,2
36396.304727300885,578753,0.0413376201064545,24625,1.4239194818553365,84.28144346142093,27.946850735736632,6,3,0,1,1
9589.07879472209,51321,0.0196057475598132,967,10.8201462737955,504.2684963319609,31.884079064711823,2,2,2,0,3
12744.992071547054,46484,0.0224137383620443,956,14.73686414665377,509.8827319930459,29.008546053387622,1,2,2,0,3
8055.70679266871,31135,0.0254634053933035,749,11.113230779903148,424.0414729732366,39.191789311470906,2,2,2,0,3
41807.29743323008,459472,0.0409269095944541,16699,2.1224184941491107,395.8390768655463,73.87314596451336,2,0,0,2,0
6161.471160772041,28560,0.0232768797858273,643,10.249159766441032,503.3562084674378,24.699723999333347,2,2,2,0,3
29365.08958973868,190351,0.0292226432693895,6400,4.867100190811339,213.41911319219705,31.695948800907317,5,1,3,3,2
5972.110084006094,29211,0.0167110868670009,469,13.328338544901085,472.0312017645863,21.0103919156214,2,2,2,0,3
6893.624403731172,55081,0.0198940459967337,1037,7.478590292528838,464.932669638573,13.30549434885724,2,2,2,0,3
12662.173249371568,32295,0.0173613084954812,532,27.65943952853584,454.2598625493539,28.594906116708195,1,2,2,0,3
37678.75076103964,603896,0.0395368169540031,24544,1.5539171899242346,77.25140262768673,13.764590178742178,8,3,0,1,1
12042.10002108908,66165,0.024681792887691,1522,9.173032157451264,425.6055410180264,34.3093164684435,3,2,2,0,3
42469.29451126361,511885,0.042796418010245,19087,1.822837086478364,356.2000129770761,75.05144770489515,2,0,0,2,0
42381.522106804776,703510,0.0389688394969952,27615,1.6343881021871518,66.72734797018731,17.944678865420784,7,3,0,1,1
10217.113170942965,66222,0.0192196546142097,1201,8.872111756957425,417.2967777600896,48.90633954964131,2,2,2,0,3
32023.684204391884,358814,0.0401331739948776,12515,2.143492327942357,432.7771823881773,72.61088144955647,3,0,1,2,0
12602.864436777878,91166,0.0189166879398229,1640,8.178605177786704,417.7406333547989,35.8117565175587,2,2,2,0,3
38512.11903749049,545072,0.0404428168444887,23096,1.6892993384830717,87.0328559737039,23.064121746970056,8,3,0,1,1
31744.53245406587,208396,0.0284650462229674,6791,5.564535660940995,178.01831199022422,36.39370970880381,6,1,3,3,2
9797.834923608933,69412,0.0157108477149783,1044,9.46254320482202,504.3252633926163,27.03833864407677,1,2,2,0,3
26473.137470764454,222830,0.0245625639084884,6038,5.022101921653449,93.0846107232454,40.20711242174679,7,1,3,3,2
30630.48607281312,399611,0.0420899064579433,18222,1.6940721298416386,93.32844908823024,22.78694884606513,7,3,1,1,1
30753.254506756668,225994,0.0264769425218218,6933,5.203483523621492,204.97665489060628,37.43075629970728,6,1,3,3,2
40955.04307420932,423315,0.0453302385115343,16413,2.3300879271435977,456.4441454333317,70.92140164913157,3,0,1,2,0
27988.57471917478,300021,0.0313009708813295,9864,3.342674003775662,241.25477124311556,27.198292250564577,6,1,1,3,2
14096.719149988065,110352,0.0176681956593424,1863,7.691602434485391,445.2697868921561,35.43583955995035,3,2,2,0,3
40874.10122372317,628431,0.0397619508220369,25001,1.7183021805843148,136.3090118051224,22.239042089796214,7,3,0,1,1
24646.097459139128,208483,0.0240410223351095,5531,5.315123642850201,135.93212863594366,19.72433337113214,6,1,3,3,2
38940.441110263,449171,0.042316180291671,16830,2.0579681463322808,397.0479178104823,73.7937061768686,3,0,1,2,0
36712.80394241063,509519,0.0386089466163605,20087,1.8234099812993447,119.22022570276108,18.208752205763503,6,3,0,1,1
36243.84307849487,468584,0.0440386472252546,17941,1.614901470713501,388.2831162081745,86.43646960921816,2,0,0,2,0
10775.639719804612,37387,0.0177598079801957,619,19.24873370486413,490.99004256411735,35.984456795422545,2,2,2,0,3
37946.07934075073,611094,0.044947011746677,26877,1.3876176890325411,153.33262010494127,36.93630401478833,6,3,0,1,1
38323.91928326937,353979,0.0389972956024503,11672,2.584515507056142,410.3586230513505,73.43396818515751,4,0,1,2,0
29796.51197104257,249567,0.0275726979068838,8016,3.899504124681068,111.7517423099526,34.26204817940002,6,1,3,3,2
30654.196113184964,273227,0.024473550677247,7511,4.765287079568508,185.91478942732311,41.45276266029686,6,1,1,3,2
14655.02700539276,49543,0.0184275042705791,880,18.45087036808368,550.508508896613,23.17039861093224,3,2,2,0,3
30845.81884072598,271101,0.0300656739857579,8962,3.824122048299533,165.7819108171563,44.084892660625904,6,1,3,3,2
44050.347578791705,601644,0.0421956883378698,26773,1.7175645272237887,131.00607605501688,24.612135965274145,7,3,0,1,1
9488.075623572538,30465,0.0180486211367129,505,20.638751569058844,526.2412617121627,32.38603859218701,3,2,2,0,3
41821.34349218472,692856,0.0392888973665239,27113,1.565848351883366,156.73268938643193,13.311885175593178,8,3,0,1,1
37911.85053013872,595373,0.0434159981544156,27451,1.4570014580918214,120.81776880458004,30.540642229560035,8,3,0,1,1
5625.203511266968,30259,0.0183103798126707,518,11.71360498886791,487.5825215250275,26.97371051910805,1,2,2,0,3
32521.51665475166,401133,0.0416624842989917,14551,1.7446932822644143,314.16070311698684,79.10451451493236,4,0,1,2,0
25444.04241179986,252237,0.0300217605816046,8470,3.3129945768979683,146.35493657515693,35.85597650933407,4,1,3,3,2
35862.7607158899,362271,0.0400373994422571,12642,2.3534609128075683,386.7267089314482,80.18806389493444,3,0,1,2,0
10065.70491956051,53137,0.0236185995054489,1137,9.36486364082918,516.9120618085767,17.427207183238018,3,2,2,0,3
39066.38215245986,421600,0.0380270435998991,14099,2.508546459932924,381.0945754176744,84.54324548641247,2,0,1,2,0
37401.35651234937,451491,0.0405279342874437,16269,1.8578876949760397,372.1625084474229,80.18087362686177,3,0,1,2,0
41056.42115027367,589573,0.0428449124683631,25505,1.584291927677938,53.50967499982702,22.18981510416291,7,3,0,1,1
38028.851934546976,562111,0.0410622992759872,24620,1.5094540287112406,134.53905155495426,31.358595066588755,7,3,0,1,1
27137.66254944684,225991,0.0258713313581474,6400,5.108826924637418,106.51565741305286,34.16896014369223,5,1,3,3,2
30480.55463940393,287238,0.0250053110827732,8185,4.212943973459362,143.74373862702623,53.69569492493296,5,1,1,3,2
36993.25704385479,422910,0.0444484982516091,15906,1.917130223113232,364.770526252912,93.8798217469014,3,0,1,2,0
14869.60898898098,60674,0.0223494517174172,1299,12.877545664959126,390.50300247718775,29.788540633384606,3,2,2,0,3
29851.082422802043,188437,0.03082274539062,6411,5.180158994392098,129.22661986752297,50.41407241195366,6,1,3,3,2
41180.79971729619,626627,0.0433893182907337,26581,1.6140422933493492,88.70572005976788,35.65634206935305,7,3,0,1,1
36277.1029539306,537833,0.0417664010387437,23580,1.51218224286004,141.18969834923752,23.06416604712393,7,3,0,1,1
21834.384825787307,207868,0.028015908741281,6487,3.952680620122836,137.72204433245213,38.29507062321424,6,1,3,3,2
40052.253847409695,609001,0.0418035165237486,26847,1.5411524302745785,35.514761966801416,24.124361102462068,7,3,0,1,1
27284.20870195638,218562,0.0256005291392109,6372,5.033613926647098,195.95496561360952,41.176880088914494,6,1,3,3,2
27580.84909742046,234006,0.0271702863019413,7082,4.43945664587268,164.12734510040096,38.70501242352577,5,1,3,3,2
7506.08305340694,41719,0.0214297843198129,854,9.586818132738554,484.1093312407666,42.68071446407613,3,2,2,0,3
27612.53423904868,284332,0.0277166533948796,8771,3.3443956611250014,157.27122846479833,46.57296245553678,6,1,1,3,2
13834.263902082956,67184,0.0172862093056251,1104,13.663465735865085,491.2265177715842,31.212208221254244,2,2,2,0,3
28049.757941488067,228258,0.0259146986677781,6601,5.096821646941091,153.96668711823568,50.81858309283454,6,1,3,3,2
25178.416308526303,189696,0.0269472393816267,5689,5.231652110306817,128.21891319543386,47.78094830781188,7,1,3,3,2
34793.70412998799,389765,0.0418676263451784,14665,2.201125828418408,364.1289402907885,76.44924734191596,3,0,1,2,0
38130.04102710646,416417,0.0435937644038025,16040,2.104022094354745,415.151969640193,74.69112967815967,3,0,1,2,0
34164.09558862671,460577,0.0442141154703978,17891,1.8280278746004943,333.1547001223059,78.38191710231199,3,0,0,2,0
31479.095606069077,163567,0.0275979537960952,5063,7.063541062127505,128.90809477464296,34.24308621631447,5,1,3,3,2
10934.842189129356,62194,0.0189489097008481,1116,10.538254977342426,378.09257009723655,33.64628816354303,3,2,2,0,3
7937.244981288756,32110,0.0149197597184858,435,20.85900584876637,414.2164753723322,24.454340897113124,3,2,2,0,3
26313.300168034733,213987,0.0252511823172737,5896,5.07612342222406,153.52749996115665,42.69108846869615,5,1,3,3,2
10438.418592710028,70774,0.0199146164884613,1284,8.591689189272435,518.4376079910803,38.80212315015255,2,2,2,0,3
39809.48422892189,625713,0.0376448052390217,25399,1.513028320805854,166.7174873792173,18.594511340524168,6,3,0,1,1
37946.09187047905,377680,0.0472332877373313,16102,2.1075704652656806,464.31888573803457,81.68958099735988,2,0,1,2,0
38245.66856312881,490606,0.0422846841811638,18316,1.8288865946207649,350.5835493624496,70.253143874922,3,0,0,2,0
40871.94996555799,592231,0.0393932935437992,23735,1.6868237573482854,134.9828201086919,11.99527806461288,6,3,0,1,1
29247.75417246433,300393,0.0249396789713165,8380,4.04640192555573,177.7586073845733,32.7848295206846,6,1,1,3,2
14979.00753501705,43682,0.0184526620881215,779,21.113978162173936,432.66756275392623,31.052693271678187,3,2,2,0,3
40354.56958546584,484624,0.0424407704059084,18343,1.8301116754356488,400.3790683301139,85.04571074072562,3,0,0,2,0
8029.211542227413,41113,0.0165683760433547,635,13.96121547747224,492.4910902832811,31.995832909765827,2,2,2,0,3
42882.74048138122,644848,0.0436831856396055,28814,1.552676989261377,139.82182392278904,34.29281245360496,7,3,0,1,1
9467.224482186692,64860,0.0204041252313285,1280,7.793366047027803,530.4555191680553,21.503385862520087,1,2,2,0,3
8422.844463293135,38525,0.0206379696832809,729,12.393500900956672,485.257644488874,14.90392586145513,3,2,2,0,3
10734.845111379467,62916,0.0235399261026542,1380,8.061986724994961,464.8603688832013,21.095876691889284,1,2,2,0,3
40583.97059370428,634294,0.0423841345501612,28535,1.3810408653539237,124.0849566023552,25.999398473941547,8,3,0,1,1
11054.928629697552,48252,0.0194140572785424,937,12.095641600103283,468.4406521057823,32.67285266123747,4,2,2,0,3
8130.997126113293,23003,0.0205695228597959,441,18.514812196975328,495.9410079569064,18.35942168563877,2,2,2,0,3
33696.43514795137,484469,0.042991292987352,21099,1.5939029037702888,143.6869089057187,29.965230877498342,7,3,0,1,1
27706.231596458954,244700,0.0275065049808805,7785,4.062725067890786,106.241804009672,37.8094396250374,7,1,3,3,2
38377.039933665794,548785,0.0417883449291673,22109,1.7994212275433554,71.42215233785447,9.22573891905169,8,3,0,1,1
37940.32289157707,363991,0.0411545978043091,15178,2.549570591641577,18.941861463496927,14.174813368218471,6,3,1,1,1
7316.718271932536,40219,0.0175442816088702,682,12.18468195587536,505.18696451309967,22.53991160483015,2,2,2,0,3
27390.86750644152,226980,0.0311860011095314,7860,3.935175775393228,213.05417488128265,38.01122583645286,6,1,3,3,2
41028.32921577712,445978,0.0415626387381349,16893,2.0942929404421986,319.86026536053544,76.36354793831264,3,0,1,2,0
41921.2284667666,478548,0.0375515536305136,16372,2.2919032697351778,386.2019952780278,76.70327126545897,3,0,0,2,0
40657.554087773206,538574,0.0378136327565565,18491,1.74875907996499,388.5689306554378,68.82821525366268,4,0,0,2,0
37588.962764526594,314014,0.0418060242088172,11703,2.5125396880106488,361.27640877364985,75.63913427978109,3,0,1,2,0
38483.66652437429,564517,0.0355550959946445,20795,1.8939369013073644,153.8254889188732,40.100168579856586,7,3,0,1,1
37711.32388306304,340014,0.0441362656751091,13272,2.264704629796353,386.5090008651682,70.83588362518587,4,0,1,2,0
38617.19536679551,395598,0.0438095678399909,15365,2.206317041325017,373.80298964387606,76.47911929157107,3,0,1,2,0
24921.613482926856,183758,0.0278771509213578,5672,5.137922669823229,156.21046877384853,28.13731442772596,5,1,3,3,2
42508.531405687056,352198,0.0472990155571716,14403,2.458258413725562,394.1559655252525,82.93837855522852,2,0,1,2,0
25295.848167911285,236745,0.0318950237524702,8401,3.5518617499382024,146.02053324768448,34.5416715290755,7,1,3,3,2
37986.5405690218,435328,0.0437818485690935,16626,1.6863392035151563,416.3142614241435,72.62980187985069,3,0,1,2,0
11606.779477715849,64075,0.0174211514415561,1051,12.271305766347036,459.6971054409567,19.719703861859276,2,2,2,0,3
42798.17091143596,495377,0.0433114487461982,19782,1.8087968173314568,405.62541098013793,70.19079897252215,3,0,0,2,0
27377.35700419662,253453,0.0277650391058783,8167,3.6847535831440656,108.43383573962709,46.22795342654014,5,1,3,3,2
41015.7357731224,317064,0.0364609755550449,10070,3.3121086815293985,410.59340150640736,86.17761385622306,2,0,1,2,0
39460.428758965296,437057,0.041638111006256,16868,1.790686328544851,404.180115026933,70.00733734549496,3,0,1,2,0
15814.625834837108,114830,0.0192704383110366,2126,7.412113088342438,521.115003097033,22.491100953656023,3,2,2,0,3
34501.05426530661,414579,0.0266903309514076,12273,3.365651967454871,142.5797198348214,57.06017411942532,5,1,1,3,2
34981.136926226165,613792,0.039979547249792,24956,1.3382911626902576,160.26690285607313,25.72759716846838,6,3,0,1,1
37860.25032282442,540760,0.0413236452026265,23310,1.6272105750824082,73.97909609136465,25.005140577560788,6,3,0,1,1
34036.957446388624,532629,0.0394251757843211,21800,1.6350547087613752,95.32748862795124,27.266211408528395,6,3,0,1,1
37478.17238766425,464031,0.0412978808503203,17614,1.5823448643577085,389.1366851860489,77.55197043716817,4,0,0,2,0
41846.13020905518,530130,0.0418604757741107,22770,1.8928042494083608,127.455805963231,9.866616767739064,7,3,0,1,1
38243.48155617365,572436,0.0385130149181211,23464,1.5681712092081244,68.29007121311926,31.013924633475163,6,3,0,1,1
37333.00985713709,516092,0.0386432161144434,20755,1.7448885203205584,163.22325822140132,16.632570191567467,7,3,0,1,1
7393.196992041468,25865,0.0214552727527955,512,14.293429724500044,447.37512705277226,27.43350310372867,2,2,2,0,3
32856.66218045725,482819,0.042244212507672,20669,1.6358861175935313,146.93254867171962,31.964783115439747,8,3,0,1,1
10715.989580438913,54790,0.0241475069112532,1255,8.939505464288587,523.608464864724,27.65868781245396,2,2,2,0,3
11689.918872181235,46657,0.0188063938898982,835,15.016771367760365,462.4971696547714,38.66890881787685,2,2,2,0,3
39196.67779144671,418326,0.0453600878360556,17093,1.975216307241427,378.7590834191868,74.8332015909675,3,0,1,2,0
27816.23177143393,221783,0.0280028290964012,6832,4.638818259265009,198.59085094708297,53.14236310672442,6,1,3,3,2
37167.665582894726,516259,0.0344620660443577,18133,1.91378369751506,166.79624735813624,25.74924816411383,8,3,0,1,1
39195.92621607356,340987,0.0409239270304253,11728,2.7402834790962567,408.7626567185082,71.10441130968206,3,0,1,2,0
34620.834504138875,413761,0.0438661451445037,16279,1.8441189392147848,402.143684386093,73.54921307367444,2,0,1,2,0
7303.875323990244,27469,0.0211508886925719,555,14.321960199256754,509.00174561841095,32.36776332399604,3,2,2,0,3
29908.873713375047,309768,0.0286076075596964,10064,3.257955386966636,162.25071614029864,48.09190021067488,6,1,1,3,2
14167.311327123449,83523,0.021798750194247,1691,9.550522245797485,491.0058532816724,35.6676273132933,2,2,2,0,3
5941.931685261819,31580,0.0202891420565827,625,9.936213495755602,412.5943867151185,39.08786899844675,2,2,2,0,3
12378.99184016,40634,0.0168675066990307,643,20.582463671627355,492.80104538040587,11.372339230773996,2,2,2,0,3
40423.21707543575,500175,0.0450077121761997,20571,1.7294408394124383,380.9821967570632,73.08580270685128,3,0,0,2,0
25011.185756647315,239125,0.0265280424415888,7341,4.192902573030727,151.28642134875048,39.12031622414381,7,1,3,3,2
39099.035716563405,488041,0.0432266175828634,18423,1.819684824777672,366.05674239043896,76.42760378647475,2,0,0,2,0
30543.957065491235,255061,0.0315020580793106,9171,3.9323014626329886,163.12689803905388,33.85573721445914,5,1,3,3,2
38391.25578095601,393468,0.0407966573488041,14893,2.0755004711933918,341.3577878584091,78.00305777174505,3,0,1,2,0
39202.96220729162,432600,0.0409512624772055,15786,2.0496579302240714,353.1305460770818,80.08854369366321,3,0,1,2,0
8892.036858724678,53717,0.0127152337980124,657,14.593072300145574,475.9582098527927,27.360087662623005,3,2,2,0,3
37956.50798934456,331241,0.0415221769740398,12389,2.29712030481812,422.2594108631312,72.09010922382821,2,0,1,2,0
40611.4530451224,482855,0.0388098761720842,19243,2.185362844783538,92.07077465741251,25.414261287109337,7,3,0,1,1
31454.802832550497,331389,0.0270762980917721,10309,3.4557726159740336,161.4053144205021,53.47921804873358,5,1,1,3,2
